"","words","term.freq","doc.freq"
"5345","impunity",2,2
"5346","correspondencequebec",1,1
"5347","tacked",1,1
"5348","michillimackinac",3,2
"5349","huron",1,1
"5350","garrison.the",1,1
"5351","chiens",1,1
"5352","enemy.major",1,1
"5353","conran",1,1
"5354","break",3,3
"5355","leg",1,1
"5356","accident.on",1,1
"5357","odell",1,1
"5358","champlain",8,4
"5359","izard",2,2
"5360","sackett's",5,2
"5361","gene",2,2
"5362","rals",1,1
"5363","brisbane",2,2
"5364","robinson",2,2
"5365","chasseurs",1,1
"5366","c.the",1,1
"5367","lowland",1,1
"5368","quartered",2,2
"5369","canada.the",4,3
"5370","scots",6,5
"5371","quebec.the",1,1
"5372","flank",8,4
"5373","watteville",3,2
"5374","drummon",2,2
"5375","montreal.on",1,1
"5376","drummond",8,5
"5377","assaulted",1,1
"5378","columns",7,5
"5379","scott",10,5
"5380","fischer",1,1
"5381","watteville's",1,1
"5382","hill",13,8
"5383","snake-hill",1,1
"5384","situated",10,10
"5385","stone",12,9
"5386","block-houses",1,1
"5387","inside",2,2
"5388","blew",4,4
"5389","battery",2,2
"5390","consternation",2,2
"5391","abandon",9,8
"5392","original",10,9
"5393","men.the",2,2
"5394","ship-building",1,1
"5395","guns.the",2,2
"5396","adjacent",3,3
"5397","distributed",4,4
"5398","fleets",3,3
"5399","staff",13,11
"5400","ceylong",1,1
"5401","armed-en",1,1
"5402","ship.the",1,1
"5403","junon",1,1
"5404","upton",1,1
"5405","lakes.a",1,1
"5406","antelope",2,1
"5407","quebec.–the",1,1
"5408","regimentsin",1,1
"5409","canada.captain",1,1
"5410","dowale",1,1
"5411","commands",4,3
"5412","papersquebec",1,1
"5413","chazy.quebec",1,1
"5414","north-western",1,1
"5415","m'leod",7,5
"5416","m'donal",1,1
"5417","repulse",2,2
"5418","recapture",1,1
"5419","forenoon",8,8
"5420","thereabouts",1,1
"5421","dowsman's",1,1
"5422","farm",15,11
"5423","cleared",13,9
"5424","slope",1,1
"5425","enabled",17,15
"5426","beach",2,2
"5427","constant",16,15
"5428","woods.lieutenant-colonel",1,1
"5429","m'doual",2,1
"5430","extremity",5,5
"5431","outflanking",1,1
"5432","watch",4,4
"5433","motions",1,1
"5434","absenting",1,1
"5435","lieutenant-colonnel",1,1
"5436","m'doual's",1,1
"5437","apprehension",5,4
"5438","outflank",1,1
"5439","enemy.a",1,1
"5440","perceived",6,6
"5441","encouraging",4,4
"5442","whoops",1,1
"5443","yells",2,2
"5444","reach",14,11
"5445","apprised",2,2
"5446","retreat.thus",1,1
"5447","holmes",3,1
"5448","spot!–the",1,1
"5449","man.previous",1,1
"5450","these:on",1,1
"5451","mary's",3,3
"5452","fishing",4,3
"5453","indiscriminate",1,1
"5454","plunder",24,13
"5455","burning",10,9
"5456","killing",3,3
"5457","engagees",1,1
"5458","tearing",1,1
"5459","cruelty",12,10
"5460","detailed",3,3
"5461","present.mr",1,1
"5462","johnstone's",2,1
"5463","clothing",9,8
"5464","ruthless",1,1
"5465","plunderers",2,2
"5466","strait",1,1
"5467","reviling",1,1
"5468","oppobrious",1,1
"5469","flourished",1,1
"5470","sword",2,2
"5471","johnstone",2,2
"5472","sufforation",1,1
"5473","risked",1,1
"5474","thereby",4,4
"5475","escape.another",1,1
"5476","exercised",6,6
"5477","carting",1,1
"5478","tackled",1,1
"5479","tied",12,12
"5480","dwelling-house",1,1
"5481","amused",3,3
"5482","animal",5,4
"5483","loose",8,7
"5484","bones",1,1
"5485","writer",10,5
"5486","papersmontreal",1,1
"5487","satisfactory",14,13
"5488","precipitately",1,1
"5489","buffaloe",1,1
"5490","erie.further",1,1
"5491","fact.major-genera",1,1
"5492","pressing",5,4
"5493","confirms",2,2
"5494","river.on",2,2
"5495","rear",7,6
"5496","sharp",2,2
"5497","wihtout",1,1
"5498","casualty",2,1
"5499","happening",1,1
"5500","precipitation",2,2
"5501","fortifications.a",1,1
"5502","courier",3,3
"5503","lake.a",1,1
"5504","stated",49,32
"5505","denies",3,3
"5506","armies",4,4
"5507","erie.quebec",1,1
"5508","details",16,12
"5509","o'clock.the",1,1
"5510","illustration",1,1
"5511","assume",2,2
"5512","superiority",6,3
"5513","re-appearance",1,1
"5514","treasure.(from",1,1
"5515","pers",1,1
"5516","negotations",1,1
"5517","ghent",1,1
"5518","pledged",4,4
"5519","little.the",1,1
"5520","exclusively",5,5
"5521","ask",9,8
"5522","retain",5,5
"5523","sole",3,3
"5524","interrupting",2,2
"5525","thinness",1,1
"5526","consequent",2,2
"5527","badness",1,1
"5528","kingson",1,1
"5529","operating",1,1
"5530","existing",5,5
"5531","parcel",3,3
"5532","francis",4,4
"5533","base",6,5
"5534","montreal.the",1,1
"5535","boundaries",1,1
"5536","incapable",4,4
"5537","preparations",11,10
"5538","waste",8,7
"5539","conveying",5,5
"5540","fivehundred",1,1
"5541","frontie",1,1
"5542","conceivable",2,2
"5543","habituated",1,1
"5544","reflection",3,3
"5545","whenever",10,7
"5546","interrupted",2,2
"5547","impracticable",11,10
"5548","derives",2,2
"5549","effective",4,4
"5550","counted",3,3
"5551","numbers.we",1,1
"5552","scruple",2,2
"5553","defensible",1,1
"5554","presqu-ile",1,1
"5555","michilimackinac",1,1
"5556","chuses",1,1
"5557","drive",3,3
"5558","states.from",1,1
"5559","urbanna",1,1
"5560","m'arthur",1,1
"5561","cass",1,1
"5562","disposal",4,4
"5563","recommenced",1,1
"5564","murdering",1,1
"5565","attacking",11,11
"5566","hasten",1,1
"5567","mounted",6,4
"5568","expedition.the",1,1
"5569","communiation",1,1
"5570","off.albany",1,1
"5571","adjourned",10,9
"5572","are:an",1,1
"5573","privateering",1,1
"5574","fencibles",1,1
"5575","provide",9,8
"5576","repayment",2,2
"5577","corporation",3,3
"5578","authorising",1,1
"5579","authorises",2,1
"5580","term",6,5
"5581","clothe",1,1
"5582","subsist",6,6
"5583","expence.the",1,1
"5584","privateer",1,1
"5585","associations",6,4
"5586","incorporate",1,1
"5587","privateers.the",1,1
"5588","monell",1,1
"5589","unanimously",8,5
"5590","saturday:–resolved",1,1
"5591","unanimously–that",1,1
"5592","mingled",9,9
"5593","emotions",2,2
"5594","indignation",4,4
"5595","extravagant",1,1
"5596","commissioners",21,17
"5597","ghent–that",1,1
"5598","ardently",2,2
"5599","consent",10,10
"5600","sacrifice",15,13
"5601","dignity–that",1,1
"5602","transmitting",2,2
"5603","unimpaired",1,1
"5604","posterity",2,2
"5605","rights",20,16
"5606","independence.the",1,1
"5607","liffey",1,1
"5608","blockade",2,2
"5609","george's",4,3
"5610","reinforce",2,2
"5611","ment",2,2
"5612","th.the",2,2
"5613","izard's",3,1
"5614","positions",1,1
"5615","brigades",1,1
"5616","meyers",1,1
"5617","faced",1,1
"5618","manfully",1,1
"5619","skirmished",1,1
"5620","glengarries",1,1
"5621","jonathan",3,2
"5622","foiled",1,1
"5623","creek.our",1,1
"5624","casualties",3,3
"5625","triflin",1,1
"5626","refrained",1,1
"5627","exposing",1,1
"5628","well-directed",1,1
"5629","shelter",6,5
"5630","announced",9,9
"5631","erie.they",1,1
"5632","purused",1,1
"5633","push",1,1
"5634","fresh",17,17
"5635","dislodge",1,1
"5636","dividion",1,1
"5637","expulsion",1,1
"5638","buffalo",4,3
"5639","defending",3,3
"5640","it.sir",1,1
"5641","brough",3,3
"5642","skeleton",1,1
"5643","theremains",1,1
"5644","comprising",1,1
"5645","brigs",2,2
"5646","scarcely",13,13
"5647","frame",4,4
"5648","lengthened",2,2
"5649","regent",8,5
"5650","keel",3,3
"5651","michilimacinack",1,1
"5652","rocheblave",1,1
"5653","wardrop",1,1
"5654","m'kenzie",1,1
"5655","nottawasage",1,1
"5656","bulgar",1,1
"5657","praire",2,2
"5658","chain.the",1,1
"5659","reinforcing",1,1
"5660","drummond's",1,1
"5661","inducing",1,1
"5662","weakened",1,1
"5663","result",17,16
"5664","him.i",1,1
"5665","tenfold",1,1
"5666","expression",4,4
"5667","assure",6,6
"5668","unsolicited",1,1
"5669","kempt",1,1
"5670","exposethe",1,1
"5671","falsehoods",1,1
"5672","circulated",6,6
"5673","walesa",1,1
"5674","mac",1,1
"5675","quarrie",1,1
"5676","tour",12,5
"5677","undertaken",5,5
"5678","personally",3,3
"5679","appreciate",5,4
"5680","explored",4,3
"5681","evans",6,1
"5682","lands.to",1,1
"5683","boundary",4,4
"5684","twenty-five",3,3
"5685","induce",7,7
"5686","explore",1,1
"5687","circumscribed",1,1
"5688","surface",5,4
"5689","thick",5,4
"5690","impenetrable",2,2
"5691","effort",5,4
"5692","surmount",1,1
"5693","difficulties",22,14
"5694","abate",1,1
"5695","considerably.the",1,1
"5696","records",4,3
"5697","bass",2,2
"5698","caley",2,1
"5699","cirumstance",1,1
"5700","wondered",1,1
"5701","mountains.to",1,1
"5702","gregory",1,1
"5703","blaxland",3,1
"5704","wentworth",2,1
"5705","esqrs",1,1
"5706","lawson",2,1
"5707","patience",1,1
"5708","fatigu",1,1
"5709","rugged",5,1
"5710","mountains.the",1,1
"5711","impressed",2,2
"5712","availed",1,1
"5713","facilities",6,5
"5714","discoveries",3,2
"5715","accomplishment",1,1
"5716","road",26,14
"5717","conveyance",9,9
"5718","volunteered",1,1
"5719","selected",12,11
"5720","arduous",5,4
"5721","fed",1,1
"5722","emancipations",1,1
"5723","work.the",1,1
"5724","superintendence",3,3
"5725","cox",8,1
"5726","magistrate",8,8
"5727","windsor",4,2
"5728","encountered",3,3
"5729","sees",1,1
"5730","promises",3,3
"5731","utility",2,2
"5732","industrious",19,17
"5733","enterprising",8,7
"5734","relinquished",1,1
"5735","fatigue",2,1
"5736","bark",4,4
"5737","hut",1,1
"5738","inclemency",1,1
"5739","privations",6,4
"5740","entitled.mr",1,1
"5741","january",26,22
"5742","jamieson",1,1
"5743","nepean",6,2
"5744","governor's",2,1
"5745","antill",1,1
"5746","watts",2,2
"5747","aide",1,1
"5748","redfern",1,1
"5749","assistant-surgeon",1,1
"5750","oxley",1,1
"5751","surveyor-general",2,1
"5752","mehan",1,1
"5753","lewin",1,1
"5754","painter",1,1
"5755","naturalist",2,2
"5756","rejoined",1,1
"5757","bathurst",20,4
"5758","plains.the",1,1
"5759","ascent",5,2
"5760","emu",5,1
"5761","resting",1,1
"5762","ford",5,2
"5763","forests",3,3
"5764","lofty",4,2
"5765","trees",19,12
"5766","excited",6,6
"5767","traveller",5,4
"5768","disstance",1,1
"5769","stunted",1,1
"5770","rocky",2,2
"5771","fatigues",1,1
"5772","commence",2,2
"5773","mountainous",1,1
"5774","pile",2,2
"5775","abrupt",6,3
"5776","limit",2,2
"5777","hence",19,11
"5778","mountain",11,6
"5779","caley's",1,1
"5780","henceforward",4,4
"5781","steep",1,1
"5782","constitutes",4,4
"5783","summit",3,2
"5784","presents",4,3
"5785","sides",10,8
"5786","hawkesbury",2,1
"5787","distinctly",7,7
"5788","majestic",1,1
"5789","grandeur",3,2
"5790","south-west",3,1
"5791","terminates",2,1
"5792","precipices",1,1
"5793","depth",2,2
"5794","bottom",5,4
"5795","romantically",1,1
"5796","magnitude",3,2
"5797","terminating",2,2
"5798","abruptly",1,1
"5799","thickly",1,1
"5800","regent's",6,2
"5801","thirty-third",1,1
"5802","grand–mountains",1,1
"5803","rising",11,8
"5804","stupendous",1,1
"5805","masses",1,1
"5806","admiration",15,12
"5807","circular",11,7
"5808","pitt's",1,1
"5809","amphitheatre",2,2
"5810","offset",1,1
"5811","branch",15,13
"5812","continues",8,6
"5813","ridge",3,1
"5814","perpendicular",2,2
"5815","precipice",1,1
"5816","feet",27,15
"5817","measurement",2,2
"5818","tremendous",2,2
"5819","descent",2,1
"5820","windings",1,1
"5821","three-fourths",5,5
"5822","reflects",3,3
"5823","undergone",2,2
"5824","surmounted",3,3
"5825","appreciated",4,4
"5826","perpetuate",1,1
"5827","cox's",5,1
"5828","tribute",3,3
"5829","valley",9,1
"5830","retrospective",1,1
"5831","overhanging",1,1
"5832","magnificently",1,1
"5833","descending",3,2
"5834","approaching",3,3
"5835","highness",16,7
"5836","york.on",1,1
"5837","pasture",1,1
"5838","vale",6,1
"5839","clwyd",3,1
"5840","resemblance",1,1
"5841","grass",12,7
"5842","dant",1,1
"5843","rivulet",2,1
"5844","runs",4,3
"5845","unites",1,1
"5846","junction",4,2
"5847","streams",4,4
"5848","empties",1,1
"5849","conjectured",2,2
"5850","mut",2,1
"5851","floods",3,2
"5852","occasionally",6,3
"5853","low",27,22
"5854","discharges",3,3
"5855","extends",3,3
"5856","westerly",2,2
"5857","hilly",4,1
"5858","passage.three",1,1
"5859","formerly",5,5
"5860","terminated",5,5
"5861","excursion",1,1
"5862","brush-wood",1,1
"5863","cutting",2,2
"5864","seriously",5,5
"5865","healths",1,1
"5866","patient",1,1
"5867","endurance",1,1
"5868","commemoration",1,1
"5869","receieved",1,1
"5870","wentworth's",1,1
"5871","sugar",12,7
"5872","loaf",2,2
"5873","lawson's",1,1
"5874","narrow",3,3
"5875","vallies",6,3
"5876","alternately",4,4
"5877","stage",8,6
"5878","clarence",4,2
"5879","range.proceeding",1,1
"5880","attracts",1,1
"5881","attentions",3,3
"5882","crowned",2,2
"5883","discoverer",1,1
"5884","pasturage",3,1
"5885","improving",7,7
"5886","sidmouth",4,2
"5887","unencumbered",1,1
"5888","herbs",1,1
"5889","plants",3,3
"5890","gratify",4,4
"5891","scientific",3,3
"5892","botanist",1,1
"5893","northwest",1,1
"5894","respects",6,6
"5895","resembles",3,3
"5896","exhibity",2,2
"5897","gently",2,1
"5898","judging",2,2
"5899","height",6,5
"5900","width",1,1
"5901","occasions",4,4
"5902","drought",4,4
"5903","apparently",6,4
"5904","pools",2,1
"5905","running",5,4
"5906","stream",11,10
"5907","reaches",3,3
"5908","paradox",2,1
"5909","mole",2,1
"5910","uncommonly",2,2
"5911","crosses",1,1
"5912","mitchell",1,1
"5913","flax",3,3
"5914","growing",9,8
"5915","quanities",2,2
"5916","o'connel",1,1
"5917","yielding",1,1
"5918","necessities",2,2
"5919","life.at",1,1
"5920","champaign",1,1
"5921","wooded",1,1
"5922","constituted",4,4
"5923","winding",1,1
"5924","traced",5,5
"5925","ajoining",1,1
"5926","verdure",1,1
"5927","clean",7,4
"5928","cultivation.it",1,1
"5929","silence",4,4
"5930","solitude",2,2
"5931","designed",3,2
"5932","occupancy",1,1
"5933","described.the",1,1
"5934","river–the",2,2
"5935","excursions",2,1
"5936","directions",7,6
"5937","site",8,5
"5938","erection",8,7
"5939","occur",4,4
"5940","mechanics",16,12
"5941","hereafter",6,6
"5942","permanent",12,10
"5943","residences",1,1
"5944","uses",2,2
"5945","sanguinely",1,1
"5946","disappointment.during",1,1
"5947","separated",5,5
"5948","ranges",2,2
"5949","circumstanced",1,1
"5950","grazing.the",1,1
"5951","feels",1,1
"5952","exaggerated",2,2
"5953","thsoe",2,2
"5954","withvisiting",1,1
"5955","rarely",2,2
"5956","sufficiency",5,4
"5957","tracks",4,3
"5958","stock",22,18
"5959","years.within",1,1
"5960","regrets",1,1
"5961","improves",1,1
"5962","degenerates",1,1
"5963","everywhere",2,2
"5964","inferior",16,13
"5965","house-building",1,1
"5966","husbandry.the",1,1
"5967","limestone",3,3
"5968","settled.having",1,1
"5969","features",4,4
"5970","productions",3,3
"5971","denomination",2,2
"5972","perch",3,3
"5973","flavour",1,1
"5974","unlike",1,1
"5975","cod",1,1
"5976","grows",3,3
"5977","voracious",9,9
"5978","halting",1,1
"5979","weight",12,11
"5980","lb.the",2,2
"5981","kangaroos",1,1
"5982","emus",1,1
"5983","turkies",1,1
"5984","bustards",1,1
"5985","ducks",2,2
"5986","quail",1,1
"5987","bronze",1,1
"5988","pigeons",1,1
"5989","ponds.the",1,1
"5990","flag",9,7
"5991","bearing",4,4
"5992","geographic",1,1
"5993","statute",5,4
"5994","measured",6,5
"5995","miles.the",1,1
"5996","carefully",5,5
"5997","bathurst.the",1,1
"5998","stages",1,1
"5999","principally",5,4
"6000","regulated",2,2
"6001","stage–spring",1,1
"6002","ditto–jamieson's",1,1
"6003","ditto–blackheath",1,1
"6004","ditto–cox's",1,1
"6005","ditto–the",1,1
"6006","ditto–sidmouth",1,1
"6007","ditto–campbell",1,1
"6008","ditto–bathurst",1,1
"6009","abundance.on",1,1
"6010","ult.the",1,1
"6011","deems",1,1
"6012","notify",2,2
"6013","grants",10,8
"6014","ministers",19,15
"6015","it.in",1,1
"6016","prescribed",3,3
"6017","enforcing",4,4
"6018","reflect",3,3
"6019","explanation",2,2
"6020","here.the",1,1
"6021","offering",6,6
"6022","ackowledgements",1,1
"6023","assuring",1,1
"6024","meritorious",1,1
"6025","population.we",1,1
"6026","extracts",7,6
"6027","populattion",1,1
"6028","baines",2,2
"6029","whites",18,5
"6030","demerare",1,1
"6031","coloured",13,2
"6032","bahama",3,3
"6033","grenadines",1,1
"6034","berumda",1,1
"6035","surinam",3,3
"6036","curacoa",1,1
"6037","births",4,3
"6038","berbice",1,1
"6039","popultion",1,1
"6040","barbadoes",2,2
"6041","exceeds",2,2
"6042","antigua",4,3
"6043","papers.montreal",1,1
"6044","steam-boat",3,2
"6045","upward",1,1
"6046","cash-office",1,1
"6047","john's.at",1,1
"6048","authentic",6,5
"6049","selkirk",14,6
"6050","parte",1,1
"6051","expe",1,1
"6052","dition",1,1
"6053","explained",5,5
"6054","courant",1,1
"6055","puts",2,2
"6056","semple",13,5
"6057","governor-general",3,3
"6058","hudson's",11,7
"6059","obtruded",1,1
"6060","altered",2,2
"6061","circuitous",1,1
"6062","try",11,10
"6063","cartloads",1,1
"6064","twenty-two",2,2
"6065","discovery",3,3
"6066","rear-guard",1,1
"6067","selkirk's",7,4
"6068","chartered",6,5
"6069","association",9,7
"6070","selkirkwe",1,1
"6071","dispute",6,6
"6072","company:extract",1,1
"6073","half-breeds",2,1
"6074","spurious",1,1
"6075","accurate",3,3
"6076","transaction",4,4
"6077","half-breed",1,1
"6078","com",4,4
"6079","pany",2,2
"6080","rascals",2,2
"6081","people's",2,2
"6082","winipie",1,1
"6083","look-out",3,3
"6084","men[?]'s",1,1
"6085","disbanded",6,6
"6086","treason",3,2
"6087","subsequently",5,5
"6088","warrants",1,1
"6089","formal",3,3
"6090","packs",1,1
"6091","beaver",2,2
"6092","examining",3,3
"6093","oyer",2,2
"6094","terminer",2,2
"6095","stuart",2,2
"6096","ci-de",1,1
"6097","vant",1,1
"6098","solicitor-general",1,1
"6099","dismissed",2,2
"6100","ineffectual",2,2
"6101","misguided",1,1
"6102","impeach",1,1
"6103","sewell",1,1
"6104","monk",3,3
"6105","spoke",6,5
"6106","eloquently",1,1
"6107","opposed",25,15
"6108","bailed",1,1
"6109","sureties",4,4
"6110","inconsiderable",2,2
"6111","advering",1,1
"6112","crimes",6,4
"6113","misdemeanours",1,1
"6114","charged.in",1,1
"6115","herald",4,4
"6116","lengthy",1,1
"6117","signed",6,6
"6118","montius",1,1
"6119","charter",7,4
"6120","possess",7,6
"6121","vested",6,6
"6122","appointing",4,4
"6123","superintend",3,3
"6124","regulate",7,5
"6125","masterly",2,2
"6126","pamphlet",2,2
"6127","miscarry",1,1
"6128","uncertain",2,2
"6129","water-travelling",1,1
"6130","close.montreal",1,1
"6131","favouring",1,1
"6132","emigration",141,55
"6133","extracted",4,4
"6134","cobbet's",1,1
"6135","cobbett's",3,2
"6136","america&c.on",1,1
"6137","importer",1,1
"6138","ogden",1,1
"6139","steerage",2,2
"6140","fleeing",2,2
"6141","ruin",8,7
"6142","starvation",2,2
"6143","disagreeable",5,5
"6144","perilous",2,2
"6145","lightning",7,3
"6146","struck",11,7
"6147","shivered",1,1
"6148","slightly",2,2
"6149","blow.some",1,1
"6150","fellow-passengers",1,1
"6151","advised",3,3
"6152","emigrate",24,20
"6153","farmer",23,9
"6154","sorts",8,6
"6155","expend",3,2
"6156","undergo",5,5
"6157","miseries",4,4
"6158","taxes",15,10
"6159","poor-rates",1,1
"6160","gets",3,3
"6161","earnings",3,3
"6162","endure",2,2
"6163","hardships",6,4
"6164","corruption",5,4
"6165","dislocation",1,1
"6166","sheepish",1,1
"6167","sure",15,11
"6168","foster",2,2
"6169","nobody",3,3
"6170","emigrating",8,7
"6171","farming",10,6
"6172","downright",1,1
"6173","madness",10,10
"6174","spe",1,1
"6175","culations",1,1
"6176","premature",2,2
"6177","enthusiastic",3,3
"6178","products",1,1
"6179","romance",1,1
"6180","tell",5,5
"6181","mellish",1,1
"6182","book",3,3
"6183","tells",4,4
"6184","eightpence",1,1
"6185","hay",9,6
"6186","pounts",1,1
"6187","species",8,8
"6188","pocket",5,5
"6189","resolve",3,3
"6190","attract",1,1
"6191","somewhat",17,13
"6192","skilled",1,1
"6193","healthful",1,1
"6194","pursuits",2,2
"6195","busily",2,2
"6196","planting",1,1
"6197","cherry",1,1
"6198","multitudes",5,4
"6199","planted",2,2
"6200","avenues",1,1
"6201","rows",1,1
"6202","blossom",5,4
"6203","begin",5,5
"6204","show",13,10
"6205","apple",2,1
"6206","pear",2,2
"6207","orchards",1,1
"6208","bloom",4,4
"6209","farms",4,3
"6210","labourers",41,25
